index,main_source_wheat_asking_for_help_from_others,main_source_wheat_bought_on_credit,main_source_wheat_bought_through_battering,main_source_wheat_bought_using_cash,main_source_wheat_fishing__hunting__gathering,main_source_wheat_food_assistance_government__charity,main_source_wheat_from_employer,main_source_wheat_gifts_friends__neighbours__relatives,main_source_wheat_other_specify,main_source_wheat_own_production_garden__livestock,main_source_wheat_received_as_in-kind_payment,main_source_other_asking_for_help_from_others,main_source_other_bought_on_credit,main_source_other_bought_through_battering,main_source_other_bought_using_cash,main_source_other_fishing__hunting__gathering,main_source_other_food_assistance_government__charity,main_source_other_from_employer,main_source_other_gifts_friends__neighbours__relatives,main_source_other_other_specify,main_source_other_own_production_garden__livestock,main_source_other_received_as_in-kind_payment,main_source_rice_asking_for_help_from_others,main_source_rice_bought_on_credit,main_source_rice_bought_through_battering,main_source_rice_bought_using_cash,main_source_rice_fishing__hunting__gathering,main_source_rice_food_assistance_government__charity,main_source_rice_from_employer,main_source_rice_gifts_friends__neighbours__relatives,main_source_rice_other_specify,main_source_rice_own_production_garden__livestock,main_source_rice_received_as_in-kind_payment,main_source_oil_asking_for_help_from_others,main_source_oil_bought_on_credit,main_source_oil_bought_through_battering,main_source_oil_bought_using_cash,main_source_oil_fishing__hunting__gathering,main_source_oil_food_assistance_government__charity,main_source_oil_from_employer,main_source_oil_gifts_friends__neighbours__relatives,main_source_oil_other_specify,main_source_oil_own_production_garden__livestock,main_source_oil_received_as_in-kind_payment,main_source_spices_asking_for_help_from_others,main_source_spices_bought_on_credit,main_source_spices_bought_using_cash,main_source_spices_fishing__hunting__gathering,main_source_spices_food_assistance_government__charity,main_source_spices_from_employer,main_source_spices_gifts_friends__neighbours__relatives,main_source_spices_other_specify,main_source_spices_own_production_garden__livestock,main_source_spices_received_as_in-kind_payment
6,0.0007883590630062134,0.012748304298582064,0.0,0.882688389310068,0.0,0.0,0.012289782212650879,0.0449361160294509,0.0074941614744108,0.03765031886579015,0.0014045687460409312,0.0,0.01076911485671398,0.0,0.6555212019960537,0.0037945695649807694,0.06954380993273698,0.014961011632037148,0.04996820923162557,0.0009013170463640545,0.19410345401666035,0.00043731172282730833,0.005928213940213561,0.003117256220283441,0.0,0.9474243696366673,0.0,0.005689863994190595,0.0020790787460978977,0.03459040703232629,0.0,0.0011708104302208856,0.0,0.00244984884184593,0.00854135844636669,0.0005641526660699533,0.9256897437261616,0.0,0.0,0.011864239573266846,0.042110150448341446,0.003397035809806265,0.005383470488141082,0.0,0.002819375477239984,0.013160376142309237,0.9583507173032549,0.0,0.0,0.00826387756166432,0.01740565351553153,0.0,0.0,0.0
7,0.0,0.0027082105481373406,0.0,0.9187194902403243,0.0,0.0011054392504694383,0.012804069921334132,0.026241277713546115,0.003316277799265111,0.03106038247332662,0.004044852053597024,0.0,0.007557315000424715,0.0,0.7350017351741003,0.0007379661239024979,0.0374636321063815,0.021879986613453948,0.04318576274768862,0.0,0.1512593983847624,0.0029142038492861026,0.0,0.007180637552583741,0.0,0.9543714688335422,0.0,0.0029684479057783333,0.010234064269342417,0.023331725285631606,0.0,0.001470837245367182,0.0004428189077548433,0.0,0.006594397152774447,0.0013874767156821398,0.9485614743536507,0.0005806836601180762,0.0,0.018492169937908164,0.01622257804789722,0.0,0.008111385155157925,4.983497681153572e-05,0.0,0.0073419819571620805,0.965925600826809,0.0,0.0,0.012539400182961765,0.014193017033067072,0.0,0.0,0.0
8,0.0010461846273563298,0.0020300677839474542,0.0,0.9407996407241922,0.0,0.0,0.009548861493748804,0.021414351572014993,0.0001760046401032936,0.022372406337529925,0.0026124828211068784,0.0016653969599237748,0.007219551275979416,0.0,0.7716145669133507,0.0,0.026781751332073653,0.012193722208925794,0.04363722308446922,0.0032050962310045525,0.13333033026849758,0.00035236172577520164,0.0014675569002413828,0.005746494716712599,0.0,0.9598449238057291,0.0009623548120435586,0.0,0.01231176812697856,0.01966690163829474,0.0,0.0,0.0,0.0020478892893606936,0.004858277976357573,0.0,0.9506663662018218,0.0,0.0018694264315613997,0.018801684785689925,0.016665960152170277,0.0,0.005090395163038419,0.0,0.0,0.006508788235738767,0.9743196434784311,0.0,0.0,0.00893055071685432,0.010241017568975733,0.0,0.0,0.0
9,0.0,0.004140648087982316,0.001331053857756266,0.9463827915963022,0.0,0.00036748649666939857,0.01518105715848652,0.011794986628804426,0.0,0.01904547314494379,0.0017565030290551975,0.003426816350094429,0.004105892211486754,0.0014039432454068233,0.8190206491522023,0.0009975637037649197,0.014364620841240443,0.012291585400801384,0.03762542685945448,0.0023698620335175767,0.10013570883097521,0.004257931371055806,0.0,0.0052994688385800655,0.0016252343613074182,0.9612012782234437,0.0,0.0,0.012577249491001452,0.01775053267028337,0.0002965071263080049,0.0,0.0012497292890761105,0.0006744960921719988,0.0043242356299089445,0.0016377692415438436,0.9612802943680838,0.0,0.0,0.012388820020994626,0.013204891013001152,0.00022833352686368275,0.003446468338542612,0.0028146917688895126,0.0,0.004831288776290913,0.9692026166505663,0.0007206827797629314,0.0,0.012454422618367237,0.007871450571789358,0.0,0.00028276039655013166,0.004636778206673044
10,0.0008083083628101494,0.006164085148702224,0.0,0.951865163644956,0.0,0.00046276235382716253,0.019675753638436592,0.007126703114487399,0.0,0.012830315677520774,0.001066908059259546,0.0015434621340739685,0.007328200193373406,0.0,0.8669511224610157,0.0,0.014034260928974477,0.01967028335243611,0.03148768061707376,0.0,0.05898499031305263,0.0,0.0,0.0062564170117531594,0.0,0.9658972277153326,0.001173844919349754,0.0006816868023706257,0.014769824548555098,0.010209275807516106,0.0009068673566317098,0.0,0.00010485583849081489,0.0004772580538722632,0.00856374016698714,0.0,0.9617290604467624,0.0,0.0,0.01652950600197845,0.007440538098075036,0.0,0.005173374227935972,8.652300438863458e-05,0.0,0.008910041362346922,0.969292787639977,0.0015971818467350669,0.0024397797128387737,0.011921988412690753,0.004735959723682574,0.0,0.0010022821677867098,9.997913394225135e-05
Afrikaans,0.0,0.010989701151683236,0.0,0.93022232070514,0.0,0.0010772208969798502,0.0071428207393235904,0.0066109146866353795,0.003968011764098664,0.039989010056139265,0.0,0.0,0.011545445174527881,0.0,0.9596834635529845,0.0,0.017831853632049498,0.006016420860985617,0.0039060218436279236,0.0,0.001016794935824569,0.0,0.004906821741314737,0.004548006945036801,0.0,0.9718858944297245,0.0,0.0013348970450570582,0.0056239660916608284,0.010661155363298813,0.0010392583839072863,0.0,0.0,0.0,0.008848821975220938,0.0,0.9714453635948528,0.0,0.0,0.005823511389630727,0.002725559220782487,0.004223006849926369,0.00693373696958664,0.0,0.0,0.006881449227175988,0.9839981545198372,0.0,0.004842764402402287,0.003401398651601239,0.0008762331989832409,0.0,0.0,0.0
English,0.0,0.0,0.0,0.992974902715563,0.0,0.0,0.007025097284437084,0.0,0.0,0.0,0.0,0.006881479410913329,0.0,0.0,0.9931185205890869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005073672996437771,0.0,0.0,0.9949263270035621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007268045462963639,0.9927319545370363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German,0.0,0.0790208330854269,0.0,0.8782564358961648,0.0,0.0,0.0,0.0,0.0,0.042722731018408414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900406298337945,0.0,0.0,0.0,0.0,0.0,0.009959370166205532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khoisan,0.0,0.0,0.05106832824642584,0.7502304365363162,0.0,0.0,0.07064773046579878,0.04590584564095426,0.0,0.08214765911050471,0.0,0.01403595347659948,0.07674641373702569,0.007020274281353059,0.43287098856628425,0.0,0.41138711225474284,0.03078217675561646,0.014943974283562655,0.003430848663698616,0.002599264027495068,0.006182993953621752,0.0,0.0,0.0,0.8824167273212895,0.0,0.013467491436271116,0.10411578124243932,0.0,0.0,0.0,0.0,0.027780798992786376,0.09507315595537896,0.022339813173517256,0.77273787010333,0.0,0.013045716144309712,0.053076226527720635,0.00628227330094995,0.0,0.0,0.009664145802007201,0.0,0.16314446196951118,0.7846359292003413,0.0,0.0,0.0,0.052219608830147576,0.0,0.0,0.0
Nama/Damara,0.0010141867560647124,0.015897033825979404,0.0,0.8183323114865878,0.0,0.0016190137868379493,0.03577639090932658,0.029728473177331263,0.0041563415766123525,0.09210384026181327,0.0013724082194467707,0.008123514230055381,0.02727642896444105,0.0,0.7868978264564399,0.0006349408563594812,0.11360211372449532,0.032620937796554575,0.022511305265674644,0.0013821074913992041,0.004361084715394734,0.002589740499185497,0.0004190011854323717,0.01488018755108628,0.0,0.9359692342392907,0.0,0.0027791303851577524,0.01930433161236568,0.024763448860996243,0.0007729892754574259,0.0007288944689517417,0.0003827824212618733,0.007359077697532058,0.028802458967995694,0.0,0.9119881451957152,0.0,0.0019255004239284719,0.022179110379329434,0.01521194805866818,0.0013801841157018249,0.0108440958073921,0.000309479353737018,0.00271599442155631,0.021770134627440936,0.9504695972399567,0.0,0.0,0.016016578100487833,0.007942870202867457,0.0007255398347866825,0.0,0.0003592855729042803
Oshiwambo,0.00029130048751841207,0.0002773733651766727,0.0,0.9390191630124469,0.0006251333133306999,0.00047971063683960194,0.008352554712374368,0.034339483539040365,0.0,0.013669930516791901,0.0029453504164811167,0.00158237676753012,0.00250163362008126,0.00030932453018871426,0.6083246257403742,0.0026736352063858053,0.04737916203104537,0.010568798374102996,0.05231164741099585,0.0009976783154212073,0.2710308903546482,0.002320227649226165,0.00042282658596915634,0.0021557065784223056,0.0,0.9466620698000309,0.00027726979417318595,0.004067355089364614,0.008872563333330462,0.036756090018646555,0.0,0.0003537692036379615,0.00043234959642487434,0.0008760110111632059,0.0025165240955864177,0.0015267251288176458,0.9405884419120866,0.0,0.000533539744549458,0.010025552820343233,0.03231689407848461,0.0,0.010066170297406836,0.0015501409115620491,0.0,0.0032836588324776446,0.9685387802459953,0.001086961509072573,0.0005874155164043119,0.007425667315314461,0.0173451440489468,0.0,0.0,0.0017323725317889434
Other,0.007071236473673681,0.0017711955321772536,0.009253359647489339,0.9170624996434769,0.0,0.0,0.025491060571981947,0.0036281913912865654,0.008006083034747011,0.021226253957910668,0.006490119747256755,0.0,0.01487606052428383,0.013923155381550697,0.8523893148262863,0.0,0.026047464016704606,0.0362815585821618,0.020725651611520172,0.0,0.025991374807081816,0.00976542025041078,0.0,0.0038597465556982524,0.010607527661207143,0.9386503619143797,0.009504161931576997,0.0,0.029221508774293727,0.0,0.0,0.0,0.00815669316284414,0.0,0.0,0.0,0.9633126865776764,0.0,0.0,0.028412131744379586,0.0,0.0,0.008275181677943992,0.0,0.00979061874044065,0.0021659905468201703,0.939089745386125,0.0,0.0,0.03117295364869278,0.0,0.0,0.009079285468683257,0.008701406209238257
Other African,0.0,0.0,0.0,0.9433630943039051,0.0,0.0,0.004193353277354823,0.03317739829545895,0.0,0.01926615412328092,0.0,0.0,0.0,0.0,0.9055347145293271,0.0,0.0,0.06186392236739719,0.03260136310327556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918033393203149,0.0,0.0,0.07874081498817265,0.02903519489954063,0.0,0.00042065079197171586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other European,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8620906156799413,0.0,0.0,0.0,0.0,0.0,0.1379093843200588,0.0,0.0,0.08254089489250223,0.0,0.9174591051074977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03927376061970701,0.0,0.9220388538046765,0.0,0.0,0.03868738557561644,0.0,0.0,0.0,0.0,0.0,0.04737732460707744,0.9526226753929224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otjiherero,0.0014584342887749107,0.020561510951946308,0.0,0.8950374612445291,0.0,0.002382324378703403,0.023123078710884974,0.0247470806887307,0.001849709339287508,0.027055409938058866,0.003784990459084404,0.007456160142221628,0.015981103887171857,0.0018368888520644807,0.8110785685113121,0.0,0.08401933650382484,0.033101568740466186,0.028237976629797688,0.0,0.018288396733141192,0.0,0.00019265029425932187,0.02226952993162561,0.0,0.9382099142353747,0.0,0.0,0.010423625197330921,0.028904280341409388,0.0,0.0,0.0,0.002649283660248511,0.020408921742884598,0.000978505322350035,0.9141013452941436,0.0,0.0,0.029614033576441233,0.026107141897405633,0.0,0.006140768506526216,0.0,0.0008928067538103104,0.00877441456501686,0.9646835922723372,0.0,0.0,0.013163580780315048,0.012485605628520517,0.0,0.0,0.0
Rukavango,0.0,0.005089487844221311,0.0,0.9173442686577097,0.0,0.0,0.013821759286624798,0.04916546804372945,0.0,0.014579016167714749,0.0,0.00555994998592425,0.036715502859947596,0.009848594127363218,0.7439242502950018,0.0003635210140859974,0.05493860049600407,0.012314942952606038,0.06506200195371609,0.0032886787712493246,0.0554133728959073,0.012570584648194372,0.0026075343123631387,0.001434676703529002,0.0,0.9134379141756369,0.0,0.027189805965927526,0.016197376212013802,0.029423798161230603,0.00970889446929902,0.0,0.0,0.01067475999757562,0.028517094031274927,0.0011400328722248076,0.9067343596543055,0.007533550851332824,0.0005199141407940555,0.011020455418213473,0.027749405554333015,0.0008249120555747836,0.0041109020411870065,0.001174613383184146,0.0,0.009702981080810432,0.964197776574687,0.0,0.0,0.013164391987563093,0.012012405178127591,0.0,0.0009224451788120383,0.0
Setswana,0.0,0.0,0.0,0.9278098834801931,0.0,0.0,0.0,0.011856758236633609,0.0,0.06033335828317329,0.0,0.03390850060780726,0.0,0.0,0.877708992121183,0.0,0.08838250727100974,0.0,0.0,0.0,0.0,0.0,0.0,0.08464462085200619,0.0,0.9153553791479937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambezi languages,0.0,0.001277378080860731,0.0,0.9639751544839484,0.0,0.0,0.0,0.03474746743519094,0.0,0.0,0.0,0.004967984290091322,0.0,0.0,0.875621023239191,0.0,0.05919748210231044,0.0,0.02924396016428176,0.0023831967555616503,0.02510666411249296,0.0034796893360710965,0.00371025650409362,0.0,0.0,0.9717260246430961,0.0,0.0,0.0,0.024563718852810248,0.0,0.0,0.0,0.0017017553678150756,0.0010889207316261758,0.0,0.9831962548996811,0.0013549507771502074,0.0,0.0,0.012658118223727314,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
