hhid,Total,start_date,urbrur,region,sex_of_head,age_of_head_cat,attain,apci_dec,main_language,wgt_hh,q02_58_01,q02_58_02,q02_58_04,q02_58_13,q02_58_15,q02_59_01,q02_59_02,q02_59_04,q02_59_13,q02_59_15,q02_60_01,q02_60_02,q02_60_04,q02_60_13,q02_60_15,q07_02_1,q07_02_2,q07_02_3,q07_02_4,q07_02_6,crops_possessed_1,crops_possessed_2,crops_possessed_3,crops_possessed_4,crops_possessed_6,q07_04_1,q07_04_2,q07_04_3,q07_04_4,q07_04_6,crops_given_away_1,crops_given_away_2,crops_given_away_3,crops_given_away_4,crops_given_away_6,crops_sold_1,crops_sold_2,crops_sold_3,crops_sold_4,crops_sold_6,q07_08_3
0102019A04501                          ,Total,2015-06-28,Urban,!Karas,Male,18-59,No formal education,1,Nama/Damara,40.0998033003021,0,1,0,0,0,,7.0,,,,,food_assistance_government__charity,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0102019A03801                          ,Total,2015-06-28,Urban,!Karas,Female,18-59,Primary,1,Nama/Damara,36.9260398134164,1,0,1,0,0,3.0,,1.0,,,bought_using_cash,,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0506012A02401                          ,Total,2015-06-28,Rural,Kavango West,Female,18-59,Secondary,3,Rukavango,62.521913490611,0,1,0,1,0,,7.0,,5.0,,,own_production_garden__livestock,,bought_using_cash,,1,1,0,0,0.0,10.0,250.0,,,,10.0,250.0,,,,0.0,0.0,,,,0.0,0.0,,,,0
0102019A03101                          ,Total,2015-06-28,Urban,!Karas,Female,60+,Primary,5,Nama/Damara,21.6612203606207,1,0,0,1,0,7.0,,,1.0,,bought_using_cash,,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0102019A01601                          ,Total,2015-06-28,Urban,!Karas,Female,60+,Primary,3,Nama/Damara,21.3172523929442,1,0,0,0,0,7.0,,,,,own_production_garden__livestock,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0102019A00901                          ,Total,2015-06-28,Urban,!Karas,Male,18-59,Secondary,8,Nama/Damara,41.98830530369001,1,1,0,1,0,3.0,2.0,,3.0,,own_production_garden__livestock,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1407012A00201                          ,Total,2015-06-28,Rural,Zambezi,Male,18-59,Secondary,7,Zambezi languages,35.9571219088959,1,1,0,1,0,2.0,7.0,,5.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1407012A00801                          ,Total,2015-06-28,Rural,Zambezi,Female,18-59,No formal education,3,Zambezi languages,26.542757544414894,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,1,1,1,0,0.0,50.0,50.0,50.0,,,40.0,50.0,50.0,,,10.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1407012A01201                          ,Total,2015-06-28,Rural,Zambezi,Female,18-59,Secondary,1,Zambezi languages,27.802521615075893,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,1,0,0,0,0.0,10.0,,,,,10.0,,,,,0.0,,,,,0.0,,,,,0
1407012A01601                          ,Total,2015-06-28,Rural,Zambezi,Male,18-59,Secondary,3,Zambezi languages,28.147625658350897,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,1,0,0,0,0.0,50.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,,0
1407012A02101                          ,Total,2015-06-28,Rural,Zambezi,Male,18-59,Primary,4,Zambezi languages,26.160918751864802,1,1,0,1,0,1.0,7.0,,5.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,1,0,0,0,0.0,12.0,,,,,12.0,,,,,0.0,,,,,0.0,,,,,0
1407012A02601                          ,Total,2015-06-28,Rural,Zambezi,Male,18-59,Secondary,2,Zambezi languages,28.9527664903873,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,1,0,0,0,0.0,10.0,,,,,10.0,,,,,0.0,,,,,0.0,,,,,0
1407012B01801                          ,Total,2015-06-28,Rural,Zambezi,Female,18-59,Secondary,4,Zambezi languages,28.716412559773197,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1407012B02201                          ,Total,2015-06-28,Rural,Zambezi,Male,18-59,No formal education,1,Zambezi languages,26.710029076188306,0,1,0,1,0,,7.0,,4.0,,,bought_using_cash,,bought_using_cash,,1,0,0,0,0.0,200.0,,,,,200.0,,,,,0.0,,,,,0.0,,,,,0
1407012B02801                          ,Total,2015-06-28,Rural,Zambezi,Female,18-59,No formal education,6,Zambezi languages,36.696905496904,0,1,0,1,0,,7.0,,3.0,,,bought_using_cash,,bought_using_cash,,1,0,0,0,0.0,250.0,,,,,250.0,,,,,0.0,,,,,0.0,,,,,0
1407012B03702                          ,Total,2015-06-28,Rural,Zambezi,Female,18-59,Primary,1,Zambezi languages,26.758575186334,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,1,0,0,0,0.0,200.0,,,,,200.0,,,,,0.0,,,,,0.0,,,,,0
1407012B04101                          ,Total,2015-06-28,Rural,Zambezi,Male,18-59,No formal education,2,Zambezi languages,23.7047123820691,0,1,1,1,0,,7.0,3.0,7.0,,,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1407012B04401                          ,Total,2015-06-28,Rural,Zambezi,Female,60+,No formal education,1,Zambezi languages,14.3510324745064,1,1,0,1,0,2.0,7.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,1,0,0,0,0.0,500.0,,,,,500.0,,,,,0.0,,,,,0.0,,,,,0
0102019A02801                          ,Total,2015-06-28,Urban,!Karas,Female,18-59,Tertiary,10,Afrikaans,34.9282452310296,1,1,1,1,1,7.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0902020B01201                          ,Total,2015-06-28,Rural,Omaheke,Female,18-59,Secondary,6,Otjiherero,35.1704266695478,1,1,1,1,1,7.0,3.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0506012A03101                          ,Total,2015-06-28,Rural,Kavango West,Female,18-59,Secondary,8,Rukavango,23.704006449374,1,1,1,1,0,7.0,2.0,2.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0807022A03101                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Secondary,5,Oshiwambo,40.21207238643761,0,1,1,0,0,,7.0,7.0,,,,own_production_garden__livestock,bought_using_cash,,,0,1,0,0,0.0,,180.0,,,,,140.0,,,,,0.0,,,,,0.0,,,,0
0902020A03201                          ,Total,2015-06-28,Rural,Omaheke,Female,60+,Primary,3,Otjiherero,23.8602817688452,1,1,1,1,1,7.0,2.0,2.0,7.0,4.0,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0902020A02701                          ,Total,2015-06-28,Rural,Omaheke,Male,60+,Primary,6,Otjiherero,4.60953783516376,1,1,0,1,1,2.0,7.0,,7.0,2.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,1,0,0,0,0.0,4.0,,,,,3.0,,,,,0.0,,,,,0.0,,,,,0
0406100B12401                          ,Total,2015-06-28,Urban,Kavango East,Male,60+,No formal education,4,Rukavango,129.121400456612,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,1,0,0,0.0,,50.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,0
0902020A01601                          ,Total,2015-06-28,Rural,Omaheke,Female,18-59,Secondary,4,Nama/Damara,69.9810954039345,1,1,1,1,1,7.0,4.0,2.0,7.0,5.0,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0902020A01201                          ,Total,2015-06-28,Rural,Omaheke,Female,18-59,,7,Otjiherero,35.25659814656579,0,0,0,0,1,,,,,7.0,,,,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0902020A00501                          ,Total,2015-06-28,Rural,Omaheke,Male,18-59,Secondary,6,Otjiherero,53.9892373887061,1,1,1,1,1,7.0,3.0,2.0,7.0,4.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0811030B02209                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Tertiary,10,Oshiwambo,54.7029583076246,0,1,0,1,1,,2.0,,7.0,7.0,,gifts_friends__neighbours__relatives,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0811030B02204                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Tertiary,10,Oshiwambo,54.7029583076246,0,1,1,1,1,,2.0,1.0,7.0,7.0,,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0811030B01901                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Secondary,8,Oshiwambo,70.4547500994895,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0811030B01401                          ,Total,2015-06-28,Rural,Ohangwena,Male,18-59,Primary,9,Oshiwambo,94.76870464385,1,1,0,1,1,5.0,4.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0811030B00801                          ,Total,2015-06-28,Rural,Ohangwena,Female,60+,No formal education,6,Oshiwambo,40.07248733567379,0,1,1,1,1,,7.0,2.0,7.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,60.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,0
0811030B00301                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Secondary,8,Oshiwambo,53.9463753683236,1,1,1,1,1,7.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0811030B00101                          ,Total,2015-06-28,Rural,Ohangwena,Male,60+,Primary,7,Oshiwambo,157.74645143823298,1,0,0,1,0,5.0,,,7.0,,bought_using_cash,,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0811030A02801                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Tertiary,9,Oshiwambo,54.7029583076246,1,0,0,1,0,2.0,,,5.0,,bought_using_cash,,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0807022A02401                          ,Total,2015-06-28,Rural,Ohangwena,Female,60+,Not stated,5,Oshiwambo,36.2404180381578,1,1,0,0,0,2.0,7.0,,,,bought_using_cash,own_production_garden__livestock,,,,0,1,1,0,0.0,,400.0,100.0,,,,300.0,100.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0811030A02201                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Secondary,7,Oshiwambo,60.8540337204619,1,0,0,1,1,1.0,,,7.0,7.0,bought_using_cash,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0811030A01001                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Secondary,9,Oshiwambo,50.0126509774951,1,0,0,0,0,5.0,,,,,bought_using_cash,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0811030A00501                          ,Total,2015-06-28,Rural,Ohangwena,Female,60+,No formal education,3,Oshiwambo,140.70329793571995,1,0,0,1,0,7.0,,,7.0,,bought_using_cash,,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0506012B03702                          ,Total,2015-06-28,Rural,Kavango West,Male,18-59,Secondary,9,Rukavango,10.509430120426499,1,1,0,1,1,7.0,1.0,,7.0,7.0,gifts_friends__neighbours__relatives,own_production_garden__livestock,,gifts_friends__neighbours__relatives,gifts_friends__neighbours__relatives,1,1,1,0,0.0,550.0,500.0,110.0,,,500.0,410.0,80.0,,,50.0,20.0,20.0,,,0.0,0.0,0.0,,,0
0506012B03501                          ,Total,2015-06-28,Rural,Kavango West,Male,18-59,Primary,4,Rukavango,17.3497356430651,1,1,0,0,0,1.0,4.0,,,,bought_using_cash,own_production_garden__livestock,,,,1,1,1,0,0.0,100.0,400.0,50.0,,,100.0,200.0,50.0,,,0.0,200.0,0.0,,,0.0,0.0,0.0,,,0
0506012B02601                          ,Total,2015-06-28,Rural,Kavango West,Female,18-59,Primary,3,Rukavango,48.3587543770914,1,0,0,1,0,6.0,,,7.0,,bought_using_cash,,,bought_using_cash,,0,1,0,0,0.0,,400.0,,,,,400.0,,,,,0.0,,,,,0.0,,,,0
0506012B02002                          ,Total,2015-06-28,Rural,Kavango West,Female,18-59,Primary,4,Rukavango,23.981816487128402,1,0,0,1,0,1.0,,,7.0,,bought_using_cash,,,bought_using_cash,,0,1,1,0,0.0,,250.0,50.0,,,,250.0,50.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0506012B01501                          ,Total,2015-06-28,Rural,Kavango West,Male,60+,No formal education,3,Rukavango,39.9369940057196,1,1,0,1,0,1.0,5.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,1,0,0,0,0.0,160.0,,,,,160.0,,,,,0.0,,,,,0.0,,,,,0
0506012B00801                          ,Total,2015-06-28,Rural,Kavango West,Female,18-59,No formal education,4,Rukavango,16.2806574479202,1,1,0,1,1,1.0,7.0,,7.0,7.0,bought_using_cash,own_production_garden__livestock,,bought_using_cash,bought_using_cash,1,1,1,0,0.0,150.0,400.0,50.0,,,30.0,300.0,50.0,,,20.0,100.0,0.0,,,100.0,0.0,0.0,,,0
0506012A03701                          ,Total,2015-06-28,Rural,Kavango West,Male,60+,Secondary,8,Oshiwambo,39.0725011288269,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,1,1,0,0,0.0,10.0,250.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,0.0,,,,0
0807022B02501                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Secondary,9,Oshiwambo,42.455610265272,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,1,0,0,0.0,,52.0,,,,,40.0,,,,,0.0,,,,,0.0,,,,0
0807022B01101                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Primary,3,Oshiwambo,42.7354767701622,1,1,0,1,0,3.0,7.0,,7.0,,gifts_friends__neighbours__relatives,bought_using_cash,,gifts_friends__neighbours__relatives,,0,1,1,0,0.0,,7.0,3.0,,,,6.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0807022B00501                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Primary,8,Oshiwambo,81.51658035582759,0,0,0,1,1,,,,7.0,3.0,,,,own_production_garden__livestock,bought_using_cash,0,1,0,0,0.0,,4.0,,,,,3.0,,,,,0.0,,,,,0.0,,,,0
0807022A04201                          ,Total,2015-06-28,Rural,Ohangwena,Male,60+,Tertiary,8,Oshiwambo,34.6968792662958,1,1,0,1,0,7.0,2.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,1,0,0,0.0,,29.0,,,,,17.0,,,,,0.0,,,,,0.0,,,,0
0807022A03701                          ,Total,2015-06-28,Rural,Ohangwena,Male,18-59,No formal education,4,Oshiwambo,77.2164527379328,0,1,0,0,0,,7.0,,,,,own_production_garden__livestock,,,,0,1,1,0,0.0,,140.0,60.0,,,,100.0,60.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0811030A01701                          ,Total,2015-06-28,Rural,Ohangwena,Female,18-59,Secondary,7,Oshiwambo,39.1081390753221,1,0,1,1,1,4.0,,2.0,7.0,3.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0308012A01402                          ,Total,2015-06-28,Urban,Hardap,Female,18-59,Secondary,9,Afrikaans,56.5857520827067,1,0,1,0,1,7.0,,4.0,,4.0,bought_using_cash,,bought_using_cash,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1104008B02601                          ,Total,2015-06-28,Rural,Oshana,Female,18-59,Secondary,9,Oshiwambo,4.542770015787,1,1,1,1,1,3.0,7.0,1.0,7.0,7.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,150.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,0
0308012A00201                          ,Total,2015-06-28,Urban,Hardap,Female,18-59,Primary,8,Afrikaans,19.549290076821197,1,0,1,0,0,2.0,,1.0,,,bought_using_cash,,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1201041A01001                          ,Total,2015-06-28,Rural,Oshikoto,Male,18-59,Primary,9,Oshiwambo,33.2392306615685,0,1,0,1,1,,5.0,,4.0,3.0,,own_production_garden__livestock,,from_employer,bought_on_credit,0,1,1,0,0.0,,100.0,4.0,,,,50.0,4.0,,,,20.0,0.0,,,,0.0,0.0,,,0
1201041A00501                          ,Total,2015-06-28,Rural,Oshikoto,Female,60+,No formal education,3,Oshiwambo,16.3180516874087,1,1,0,1,1,1.0,7.0,,7.0,6.0,bought_using_cash,own_production_garden__livestock,,bought_using_cash,bought_using_cash,0,1,1,0,0.0,,600.0,300.0,,,,600.0,300.0,,,,0.0,0.0,,,,0.0,0.0,,,0
1004030B02001                          ,Total,2015-06-28,Rural,Omusati,Female,60+,Primary,1,Oshiwambo,27.162586219753603,1,1,0,1,0,5.0,7.0,,7.0,,bought_using_cash,own_production_garden__livestock,,gifts_friends__neighbours__relatives,,1,1,1,0,0.0,25.0,300.0,40.0,,,25.0,100.0,15.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1108059B04601                          ,Total,2015-06-28,Urban,Oshana,Male,18-59,Secondary,10,Oshiwambo,33.6629706240836,1,1,1,1,1,7.0,7.0,7.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,40.0,,,,,40.0,,,,,0.0,,,,,0.0,,,,0
1108059B03701                          ,Total,2015-06-28,Urban,Oshana,Male,18-59,Secondary,9,Oshiwambo,83.7763780647593,1,1,1,1,1,7.0,3.0,7.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,1,0,0.0,,150.0,50.0,,,,25.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0
1108059B02901                          ,Total,2015-06-28,Urban,Oshana,Female,18-59,Tertiary,10,Oshiwambo,56.119902869982006,0,1,1,1,1,,7.0,7.0,7.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,25.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,0
1201041A01601                          ,Total,2015-06-28,Rural,Oshikoto,Male,60+,Primary,5,Oshiwambo,54.764283483377596,0,1,0,1,0,,7.0,,3.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,40.0,,,,,30.0,,,,,0.0,,,,,0.0,,,,0
1108059B01801                          ,Total,2015-06-28,Urban,Oshana,Male,18-59,Secondary,9,Oshiwambo,5.64980505589285,1,1,1,1,1,7.0,2.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,1,0,0.0,,160.0,40.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0
1108059B00501                          ,Total,2015-06-28,Urban,Oshana,Male,18-59,Tertiary,10,Other African,42.4760559054475,1,0,1,1,1,7.0,,4.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108059A03801                          ,Total,2015-06-28,Urban,Oshana,Male,18-59,Tertiary,10,Oshiwambo,8.50175500620066,1,1,1,1,1,7.0,5.0,6.0,7.0,7.0,bought_using_cash,gifts_friends__neighbours__relatives,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108059A02901                          ,Total,2015-06-28,Urban,Oshana,Male,60+,Tertiary,9,Oshiwambo,27.8959486931217,1,1,1,1,1,7.0,5.0,4.0,7.0,7.0,bought_using_cash,gifts_friends__neighbours__relatives,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108059A02002                          ,Total,2015-06-28,Urban,Oshana,Female,18-59,Tertiary,9,Oshiwambo,50.853510669144896,1,1,1,1,1,7.0,3.0,5.0,7.0,7.0,bought_using_cash,gifts_friends__neighbours__relatives,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108059A01401                          ,Total,2015-06-28,Urban,Oshana,Male,18-59,Secondary,8,Oshiwambo,21.5754464730969,1,1,1,1,1,7.0,5.0,5.0,7.0,7.0,bought_using_cash,gifts_friends__neighbours__relatives,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108059A00201                          ,Total,2015-06-28,Urban,Oshana,Female,18-59,Tertiary,8,Oshiwambo,55.9682406485149,1,1,1,1,1,7.0,2.0,1.0,7.0,7.0,bought_using_cash,gifts_friends__neighbours__relatives,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108059B01001                          ,Total,2015-06-28,Urban,Oshana,Female,18-59,Secondary,8,Oshiwambo,23.650671045998696,0,0,1,1,1,,,7.0,7.0,7.0,,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1004030B02801                          ,Total,2015-06-28,Rural,Omusati,Male,18-59,Secondary,2,Oshiwambo,76.79603745669729,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,1,0,0.0,,300.0,20.0,,,,180.0,20.0,,,,0.0,0.0,,,,0.0,0.0,,,0
1201041A02301                          ,Total,2015-06-28,Rural,Oshikoto,Male,18-59,Secondary,7,Oshiwambo,37.625806598674394,1,1,1,1,0,1.0,7.0,2.0,7.0,,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,40.0,,,,,15.0,,,,,0.0,,,,,0.0,,,,0
1201041A03701                          ,Total,2015-06-28,Rural,Oshikoto,Female,18-59,Secondary,2,Oshiwambo,38.1348208866878,1,1,1,1,1,1.0,4.0,5.0,5.0,5.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,1,0,0.0,,200.0,20.0,,,,160.0,9.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0703002B01801                          ,Total,2015-06-28,Rural,Kunene,Female,18-59,Primary,1,Nama/Damara,25.5576717301947,1,1,1,1,1,2.0,7.0,7.0,7.0,7.0,bought_on_credit,bought_using_cash,food_assistance_government__charity,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0703002B02201                          ,Total,2015-06-28,Rural,Kunene,Female,60+,No formal education,3,Nama/Damara,2.22481607,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0703002B02401                          ,Total,2015-06-28,Rural,Kunene,Female,60+,No formal education,2,Nama/Damara,22.0823657630074,0,1,0,0,0,,7.0,,,,,bought_using_cash,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0308012A00901                          ,Total,2015-06-28,Urban,Hardap,Male,18-59,Secondary,7,Afrikaans,49.0544578979879,1,0,1,0,0,7.0,,2.0,,,bought_using_cash,,bought_using_cash,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0205130B00408                          ,Total,2015-06-28,Urban,Erongo,Female,18-59,Secondary,5,Oshiwambo,57.79817618388821,1,0,1,1,1,4.0,,1.0,7.0,1.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0205130B00603                          ,Total,2015-06-28,Urban,Erongo,Male,18-59,Primary,6,Oshiwambo,71.701880188055,1,0,1,1,1,7.0,,3.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1201041A03101                          ,Total,2015-06-28,Rural,Oshikoto,Female,18-59,No formal education,4,Oshiwambo,48.2454469117231,1,1,0,0,0,1.0,7.0,,,,bought_using_cash,own_production_garden__livestock,,,,0,1,1,0,0.0,,160.0,20.0,,,,60.0,5.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0205130B00704                          ,Total,2015-06-28,Urban,Erongo,Male,18-59,Secondary,9,Oshiwambo,100.31183769354,1,0,1,1,1,3.0,,5.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0205130B01007                          ,Total,2015-06-28,Urban,Erongo,Male,18-59,Secondary,9,Oshiwambo,88.8725571288625,0,0,0,1,1,,,,1.0,1.0,,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1201041B03001                          ,Total,2015-06-28,Rural,Oshikoto,Female,18-59,Secondary,2,Oshiwambo,64.51015692254029,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0.0,,5.0,,,,,5.0,,,,,0.0,,,,,0.0,,,,0
1201041B02401                          ,Total,2015-06-28,Rural,Oshikoto,Female,18-59,No formal education,4,Oshiwambo,71.93242024644479,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,1,0,0,0.0,,20.0,,,,,20.0,,,,,0.0,,,,,0.0,,,,0
1201041B01701                          ,Total,2015-06-28,Rural,Oshikoto,Female,60+,Primary,3,Oshiwambo,57.1741149999891,0,1,0,0,0,,7.0,,,,,bought_using_cash,,,,0,1,0,0,0.0,,10.0,,,,,10.0,,,,,0.0,,,,,0.0,,,,0
